game_id,value,prob,condition,n
876297,12,0.03,baseline,100.0
876297,13,0.02,baseline,100.0
876297,14,0.0,baseline,100.0
876297,15,0.0,baseline,100.0
876297,16,0.01,baseline,100.0
876297,17,0.11,baseline,100.0
876297,18,0.44,baseline,100.0
876297,19,0.06,baseline,100.0
877285,11,0.01,baseline,100.0
877285,12,0.0,baseline,100.0
877285,13,0.23,baseline,100.0
877285,14,0.04,baseline,100.0
877285,15,0.62,baseline,100.0
877285,16,0.01,baseline,100.0
877285,17,0.08,baseline,100.0
877285,18,0.0,baseline,100.0
877285,19,0.01,baseline,100.0
880924,11,0.01,baseline,100.0
880924,12,0.0,baseline,100.0
880924,13,0.07,baseline,100.0
880924,14,0.35,baseline,100.0
880924,15,0.08,baseline,100.0
880924,16,0.1,baseline,100.0
880924,17,0.33,baseline,100.0
880924,18,0.03,baseline,100.0
880924,19,0.0,baseline,100.0
880924,20,0.03,baseline,100.0
881079,11,0.01,baseline,100.0
881079,12,0.22,baseline,100.0
881079,13,0.03,baseline,100.0
881079,14,0.08,baseline,100.0
881079,15,0.02,baseline,100.0
881079,16,0.12,baseline,100.0
881079,17,0.01,baseline,100.0
881079,18,0.2,baseline,100.0
881079,19,0.06,baseline,100.0
881079,20,0.25,baseline,100.0
890020,11,0.18,baseline,100.0
890020,12,0.02,baseline,100.0
890020,13,0.07,baseline,100.0
890020,14,0.04,baseline,100.0
890020,15,0.1,baseline,100.0
890020,16,0.14,baseline,100.0
890020,17,0.36,baseline,100.0
890020,18,0.04,baseline,100.0
890020,19,0.01,baseline,100.0
890020,20,0.01,baseline,100.0
890020,21,0.01,baseline,100.0
890020,22,0.02,baseline,100.0
892859,11,0.0,baseline,100.0
892859,12,0.0,baseline,100.0
892859,13,0.04,baseline,100.0
892859,14,0.02,baseline,100.0
892859,15,0.25,baseline,100.0
892859,16,0.01,baseline,100.0
892859,17,0.33,baseline,100.0
892859,18,0.06,baseline,100.0
892859,19,0.2,baseline,100.0
892859,20,0.02,baseline,100.0
892859,21,0.05,baseline,100.0
892859,22,0.0,baseline,100.0
892859,23,0.02,baseline,100.0
896206,11,0.98,baseline,100.0
896206,12,0.0,baseline,100.0
896206,13,0.0,baseline,100.0
896206,14,0.0,baseline,100.0
896206,15,0.0,baseline,100.0
896206,16,0.0,baseline,100.0
896206,17,0.0,baseline,100.0
896206,18,0.0,baseline,100.0
896206,19,0.0,baseline,100.0
896206,20,0.0,baseline,100.0
896206,21,0.0,baseline,100.0
896206,22,0.0,baseline,100.0
896206,23,0.02,baseline,100.0
896896,11,0.1,baseline,100.0
896896,12,0.1,baseline,100.0
896896,13,0.05,baseline,100.0
896896,14,0.12,baseline,100.0
896896,15,0.03,baseline,100.0
896896,16,0.15,baseline,100.0
896896,17,0.15,baseline,100.0
896896,18,0.19,baseline,100.0
896896,19,0.02,baseline,100.0
896896,20,0.03,baseline,100.0
896896,21,0.03,baseline,100.0
896896,22,0.01,baseline,100.0
896896,23,0.02,baseline,100.0
904257,11,0.0,baseline,100.0
904257,12,0.0,baseline,100.0
904257,13,0.0,baseline,100.0
904257,14,0.0,baseline,100.0
904257,15,0.0,baseline,100.0
904257,16,0.0,baseline,100.0
904257,17,0.01,baseline,100.0
904257,18,0.08,baseline,100.0
904257,19,0.01,baseline,100.0
904257,20,0.0,baseline,100.0
904257,21,0.01,baseline,100.0
904257,22,0.0,baseline,100.0
904257,23,0.01,baseline,100.0
904257,24,0.0,baseline,100.0
904257,25,0.88,baseline,100.0
905327,11,0.24,baseline,100.0
905327,12,0.04,baseline,100.0
905327,13,0.05,baseline,100.0
905327,14,0.09,baseline,100.0
905327,15,0.03,baseline,100.0
905327,16,0.02,baseline,100.0
905327,17,0.05,baseline,100.0
905327,18,0.15,baseline,100.0
905327,19,0.02,baseline,100.0
905327,20,0.01,baseline,100.0
905327,21,0.05,baseline,100.0
905327,22,0.02,baseline,100.0
905327,23,0.03,baseline,100.0
905327,24,0.06,baseline,100.0
905327,25,0.14,baseline,100.0
911082,11,0.04,baseline,100.0
911082,12,0.15,baseline,100.0
911082,13,0.21,baseline,100.0
911082,14,0.11,baseline,100.0
911082,15,0.1,baseline,100.0
911082,16,0.05,baseline,100.0
911082,17,0.04,baseline,100.0
911082,18,0.02,baseline,100.0
911082,19,0.01,baseline,100.0
911082,20,0.01,baseline,100.0
911082,21,0.02,baseline,100.0
911082,22,0.01,baseline,100.0
911082,23,0.01,baseline,100.0
911082,24,0.02,baseline,100.0
911082,25,0.02,baseline,100.0
911082,26,0.18,baseline,100.0
911417,11,0.15,baseline,100.0
911417,12,0.0,baseline,100.0
911417,13,0.1,baseline,100.0
911417,14,0.07,baseline,100.0
911417,15,0.05,baseline,100.0
911417,16,0.02,baseline,100.0
911417,17,0.12,baseline,100.0
911417,18,0.36,baseline,100.0
911417,19,0.07,baseline,100.0
911417,20,0.01,baseline,100.0
911417,21,0.0,baseline,100.0
911417,22,0.01,baseline,100.0
911417,23,0.02,baseline,100.0
911417,24,0.0,baseline,100.0
911417,25,0.0,baseline,100.0
911417,26,0.02,baseline,100.0
911714,11,0.03,baseline,100.0
911714,12,0.04,baseline,100.0
911714,13,0.21,baseline,100.0
911714,14,0.01,baseline,100.0
911714,15,0.1,baseline,100.0
911714,16,0.02,baseline,100.0
911714,17,0.08,baseline,100.0
911714,18,0.03,baseline,100.0
911714,19,0.12,baseline,100.0
911714,20,0.0,baseline,100.0
911714,21,0.05,baseline,100.0
911714,22,0.0,baseline,100.0
911714,23,0.03,baseline,100.0
911714,24,0.02,baseline,100.0
911714,25,0.09,baseline,100.0
911714,26,0.17,baseline,100.0
919592,11,0.02,baseline,100.0
919592,12,0.01,baseline,100.0
919592,13,0.08,baseline,100.0
919592,14,0.04,baseline,100.0
919592,15,0.05,baseline,100.0
919592,16,0.04,baseline,100.0
919592,17,0.04,baseline,100.0
919592,18,0.04,baseline,100.0
919592,19,0.12,baseline,100.0
919592,20,0.07,baseline,100.0
919592,21,0.02,baseline,100.0
919592,22,0.02,baseline,100.0
919592,23,0.04,baseline,100.0
919592,24,0.02,baseline,100.0
919592,25,0.02,baseline,100.0
919592,26,0.05,baseline,100.0
919592,27,0.02,baseline,100.0
919592,28,0.3,baseline,100.0
919767,11,0.03,baseline,100.0
919767,12,0.07,baseline,100.0
919767,13,0.03,baseline,100.0
919767,14,0.04,baseline,100.0
919767,15,0.13,baseline,100.0
919767,16,0.03,baseline,100.0
919767,17,0.02,baseline,100.0
919767,18,0.01,baseline,100.0
919767,19,0.02,baseline,100.0
919767,20,0.0,baseline,100.0
919767,21,0.01,baseline,100.0
919767,22,0.0,baseline,100.0
919767,23,0.03,baseline,100.0
919767,24,0.29,baseline,100.0
919767,25,0.01,baseline,100.0
919767,26,0.07,baseline,100.0
919767,27,0.06,baseline,100.0
919767,28,0.15,baseline,100.0
920665,11,0.09,baseline,100.0
920665,12,0.01,baseline,100.0
920665,13,0.03,baseline,100.0
920665,14,0.07,baseline,100.0
920665,15,0.04,baseline,100.0
920665,16,0.04,baseline,100.0
920665,17,0.05,baseline,100.0
920665,18,0.1,baseline,100.0
920665,19,0.23,baseline,100.0
920665,20,0.07,baseline,100.0
920665,21,0.0,baseline,100.0
920665,22,0.0,baseline,100.0
920665,23,0.0,baseline,100.0
920665,24,0.01,baseline,100.0
920665,25,0.0,baseline,100.0
920665,26,0.0,baseline,100.0
920665,27,0.02,baseline,100.0
920665,28,0.24,baseline,100.0
922131,11,0.04,baseline,100.0
922131,12,0.12,baseline,100.0
922131,13,0.13,baseline,100.0
922131,14,0.04,baseline,100.0
922131,15,0.01,baseline,100.0
922131,16,0.0,baseline,100.0
922131,17,0.01,baseline,100.0
922131,18,0.0,baseline,100.0
922131,19,0.0,baseline,100.0
922131,20,0.0,baseline,100.0
922131,21,0.0,baseline,100.0
922131,22,0.0,baseline,100.0
922131,23,0.0,baseline,100.0
922131,24,0.0,baseline,100.0
922131,25,0.0,baseline,100.0
922131,26,0.35,baseline,100.0
922131,27,0.2,baseline,100.0
922131,28,0.1,baseline,100.0
928449,12,0.01,baseline,100.0
928449,13,0.83,baseline,100.0
928449,14,0.04,baseline,100.0
928449,15,0.12,baseline,100.0
928449,16,0.0,baseline,100.0
929323,12,0.02,baseline,100.0
929323,13,0.03,baseline,100.0
929323,14,0.57,baseline,100.0
929323,15,0.23,baseline,100.0
929323,16,0.15,baseline,100.0
931299,12,0.89,baseline,100.0
931299,13,0.01,baseline,100.0
931299,14,0.1,baseline,100.0
931299,15,0.0,baseline,100.0
931299,16,0.0,baseline,100.0
937529,12,0.15,baseline,100.0
937529,13,0.12,baseline,100.0
937529,14,0.15,baseline,100.0
937529,15,0.33,baseline,100.0
937529,16,0.12,baseline,100.0
937529,17,0.13,baseline,100.0
941287,12,0.06,baseline,100.0
941287,13,0.12,baseline,100.0
941287,14,0.06,baseline,100.0
941287,15,0.24,baseline,100.0
941287,16,0.25,baseline,100.0
941287,17,0.11,baseline,100.0
941287,18,0.16,baseline,100.0
942960,12,0.0,baseline,100.0
942960,13,0.13,baseline,100.0
942960,14,0.18,baseline,100.0
942960,15,0.27,baseline,100.0
942960,16,0.12,baseline,100.0
942960,17,0.16,baseline,100.0
942960,18,0.12,baseline,100.0
942960,19,0.02,baseline,100.0
943453,12,0.89,baseline,100.0
943453,13,0.04,baseline,100.0
943453,14,0.04,baseline,100.0
943453,15,0.01,baseline,100.0
943453,16,0.02,baseline,100.0
943453,17,0.0,baseline,100.0
943453,18,0.0,baseline,100.0
943453,19,0.0,baseline,100.0
947775,12,0.0,baseline,100.0
947775,13,0.0,baseline,100.0
947775,14,0.0,baseline,100.0
947775,15,0.0,baseline,100.0
947775,16,0.73,baseline,100.0
947775,17,0.01,baseline,100.0
947775,18,0.1,baseline,100.0
947775,19,0.04,baseline,100.0
947775,20,0.12,baseline,100.0
954301,12,0.88,baseline,100.0
954301,13,0.0,baseline,100.0
954301,14,0.07,baseline,100.0
954301,15,0.0,baseline,100.0
954301,16,0.0,baseline,100.0
954301,17,0.0,baseline,100.0
954301,18,0.02,baseline,100.0
954301,19,0.0,baseline,100.0
954301,20,0.02,baseline,100.0
954301,21,0.01,baseline,100.0
956659,12,0.97,baseline,100.0
956659,13,0.01,baseline,100.0
956659,14,0.0,baseline,100.0
956659,15,0.01,baseline,100.0
956659,16,0.01,baseline,100.0
956659,17,0.0,baseline,100.0
956659,18,0.0,baseline,100.0
956659,19,0.0,baseline,100.0
956659,20,0.0,baseline,100.0
956659,21,0.0,baseline,100.0
960005,12,0.02,baseline,100.0
960005,13,0.01,baseline,100.0
960005,14,0.04,baseline,100.0
960005,15,0.03,baseline,100.0
960005,16,0.17,baseline,100.0
960005,17,0.19,baseline,100.0
960005,18,0.3,baseline,100.0
960005,19,0.04,baseline,100.0
960005,20,0.08,baseline,100.0
960005,21,0.02,baseline,100.0
960005,22,0.1,baseline,100.0
965643,12,0.95,baseline,100.0
965643,13,0.0,baseline,100.0
965643,14,0.0,baseline,100.0
965643,15,0.0,baseline,100.0
965643,16,0.0,baseline,100.0
965643,17,0.0,baseline,100.0
965643,18,0.0,baseline,100.0
965643,19,0.0,baseline,100.0
965643,20,0.0,baseline,100.0
965643,21,0.0,baseline,100.0
965643,22,0.0,baseline,100.0
965643,23,0.05,baseline,100.0
979758,12,0.0,baseline,100.0
979758,13,0.01,baseline,100.0
979758,14,0.0,baseline,100.0
979758,15,0.04,baseline,100.0
979758,16,0.01,baseline,100.0
979758,17,0.1,baseline,100.0
979758,18,0.18,baseline,100.0
979758,19,0.14,baseline,100.0
979758,20,0.12,baseline,100.0
979758,21,0.03,baseline,100.0
979758,22,0.04,baseline,100.0
979758,23,0.09,baseline,100.0
979758,24,0.08,baseline,100.0
979758,25,0.02,baseline,100.0
979758,26,0.14,baseline,100.0
984204,12,0.0,baseline,100.0
984204,13,0.03,baseline,100.0
984204,14,0.06,baseline,100.0
984204,15,0.14,baseline,100.0
984204,16,0.09,baseline,100.0
984204,17,0.05,baseline,100.0
984204,18,0.03,baseline,100.0
984204,19,0.12,baseline,100.0
984204,20,0.08,baseline,100.0
984204,21,0.09,baseline,100.0
984204,22,0.07,baseline,100.0
984204,23,0.16,baseline,100.0
984204,24,0.03,baseline,100.0
984204,25,0.03,baseline,100.0
984204,26,0.0,baseline,100.0
984204,27,0.02,baseline,100.0
1011122,13,0.0,baseline,100.0
1011122,14,0.08,baseline,100.0
1011122,15,0.61,baseline,100.0
1011122,16,0.26,baseline,100.0
1011122,17,0.05,baseline,100.0
1011122,18,0.0,baseline,100.0
1021372,13,0.0,baseline,100.0
1021372,14,0.02,baseline,100.0
1021372,15,0.1,baseline,100.0
1021372,16,0.15,baseline,100.0
1021372,17,0.64,baseline,100.0
1021372,18,0.03,baseline,100.0
1021372,19,0.03,baseline,100.0
1021372,20,0.03,baseline,100.0
1034535,13,0.91,baseline,100.0
1034535,14,0.01,baseline,100.0
1034535,15,0.01,baseline,100.0
1034535,16,0.0,baseline,100.0
1034535,17,0.02,baseline,100.0
1034535,18,0.02,baseline,100.0
1034535,19,0.02,baseline,100.0
1034535,20,0.0,baseline,100.0
1034535,21,0.0,baseline,100.0
1034535,22,0.0,baseline,100.0
1034535,23,0.01,baseline,100.0
1035491,13,0.29,baseline,100.0
1035491,14,0.02,baseline,100.0
1035491,15,0.02,baseline,100.0
1035491,16,0.05,baseline,100.0
1035491,17,0.15,baseline,100.0
1035491,18,0.21,baseline,100.0
1035491,19,0.06,baseline,100.0
1035491,20,0.03,baseline,100.0
1035491,21,0.05,baseline,100.0
1035491,22,0.05,baseline,100.0
1035491,23,0.07,baseline,100.0
1037073,13,0.14,baseline,100.0
1037073,14,0.01,baseline,100.0
1037073,15,0.01,baseline,100.0
1037073,16,0.0,baseline,100.0
1037073,17,0.02,baseline,100.0
1037073,18,0.02,baseline,100.0
1037073,19,0.01,baseline,100.0
1037073,20,0.01,baseline,100.0
1037073,21,0.05,baseline,100.0
1037073,22,0.38,baseline,100.0
1037073,23,0.35,baseline,100.0
1044236,13,0.03,baseline,100.0
1044236,14,0.0,baseline,100.0
1044236,15,0.05,baseline,100.0
1044236,16,0.02,baseline,100.0
1044236,17,0.13,baseline,100.0
1044236,18,0.04,baseline,100.0
1044236,19,0.22,baseline,100.0
1044236,20,0.04,baseline,100.0
1044236,21,0.07,baseline,100.0
1044236,22,0.01,baseline,100.0
1044236,23,0.07,baseline,100.0
1044236,24,0.1,baseline,100.0
1044236,25,0.22,baseline,100.0
1053390,13,0.1,baseline,100.0
1053390,14,0.04,baseline,100.0
1053390,15,0.06,baseline,100.0
1053390,16,0.07,baseline,100.0
1053390,17,0.06,baseline,100.0
1053390,18,0.02,baseline,100.0
1053390,19,0.0,baseline,100.0
1053390,20,0.02,baseline,100.0
1053390,21,0.0,baseline,100.0
1053390,22,0.0,baseline,100.0
1053390,23,0.02,baseline,100.0
1053390,24,0.04,baseline,100.0
1053390,25,0.01,baseline,100.0
1053390,26,0.0,baseline,100.0
1053390,27,0.56,baseline,100.0
1060946,13,0.87,baseline,100.0
1060946,14,0.0,baseline,100.0
1060946,15,0.04,baseline,100.0
1060946,16,0.01,baseline,100.0
1060946,17,0.0,baseline,100.0
1060946,18,0.0,baseline,100.0
1060946,19,0.0,baseline,100.0
1060946,20,0.0,baseline,100.0
1060946,21,0.01,baseline,100.0
1060946,22,0.0,baseline,100.0
1060946,23,0.0,baseline,100.0
1060946,24,0.0,baseline,100.0
1060946,25,0.0,baseline,100.0
1060946,26,0.01,baseline,100.0
1060946,27,0.0,baseline,100.0
1060946,28,0.06,baseline,100.0
1062222,13,0.273972602739726,baseline,73.0
1062222,14,0.3972602739726027,baseline,73.0
1062222,15,0.3150684931506849,baseline,73.0
1062222,16,0.0136986301369863,baseline,73.0
1062222,17,0.0,baseline,73.0
1062222,18,0.0,baseline,73.0
1062222,19,0.0,baseline,73.0
1062222,20,0.0,baseline,73.0
1062222,21,0.0,baseline,73.0
1062222,22,0.0,baseline,73.0
1062222,23,0.0,baseline,73.0
1062222,24,0.0,baseline,73.0
1062222,25,0.0,baseline,73.0
1062222,26,0.0,baseline,73.0
1062222,27,0.0,baseline,73.0
1062222,28,0.0,baseline,73.0
1068891,13,0.0,baseline,100.0
1068891,14,0.02,baseline,100.0
1068891,15,0.0,baseline,100.0
1068891,16,0.01,baseline,100.0
1068891,17,0.0,baseline,100.0
1068891,18,0.0,baseline,100.0
1068891,19,0.01,baseline,100.0
1068891,20,0.0,baseline,100.0
1068891,21,0.0,baseline,100.0
1068891,22,0.0,baseline,100.0
1068891,23,0.0,baseline,100.0
1068891,24,0.0,baseline,100.0
1068891,25,0.0,baseline,100.0
1068891,26,0.0,baseline,100.0
1068891,27,0.0,baseline,100.0
1068891,28,0.88,baseline,100.0
1068891,29,0.03,baseline,100.0
1068891,30,0.05,baseline,100.0
1076112,13,0.0,baseline,100.0
1076112,14,0.0,baseline,100.0
1076112,15,0.0,baseline,100.0
1076112,16,0.01,baseline,100.0
1076112,17,0.03,baseline,100.0
1076112,18,0.03,baseline,100.0
1076112,19,0.07,baseline,100.0
1076112,20,0.04,baseline,100.0
1076112,21,0.14,baseline,100.0
1076112,22,0.4,baseline,100.0
1076112,23,0.06,baseline,100.0
1076112,24,0.02,baseline,100.0
1076112,25,0.01,baseline,100.0
1076112,26,0.01,baseline,100.0
1076112,27,0.03,baseline,100.0
1076112,28,0.01,baseline,100.0
1076112,29,0.02,baseline,100.0
1076112,30,0.01,baseline,100.0
1076112,31,0.11,baseline,100.0
1077540,13,0.02,baseline,100.0
1077540,14,0.71,baseline,100.0
1077540,15,0.04,baseline,100.0
1077540,16,0.01,baseline,100.0
1077540,17,0.09,baseline,100.0
1077540,18,0.08,baseline,100.0
1077540,19,0.02,baseline,100.0
1077540,20,0.0,baseline,100.0
1077540,21,0.0,baseline,100.0
1077540,22,0.02,baseline,100.0
1077540,23,0.0,baseline,100.0
1077540,24,0.0,baseline,100.0
1077540,25,0.0,baseline,100.0
1077540,26,0.0,baseline,100.0
1077540,27,0.0,baseline,100.0
1077540,28,0.01,baseline,100.0
1077540,29,0.0,baseline,100.0
1077540,30,0.0,baseline,100.0
1077540,31,0.0,baseline,100.0
1079799,14,0.28,baseline,100.0
1079799,15,0.07,baseline,100.0
1079799,16,0.1,baseline,100.0
1079799,17,0.1,baseline,100.0
1079799,18,0.45,baseline,100.0
1089703,14,0.75,baseline,100.0
1089703,15,0.06,baseline,100.0
1089703,16,0.06,baseline,100.0
1089703,17,0.07,baseline,100.0
1089703,18,0.03,baseline,100.0
1089703,19,0.01,baseline,100.0
1089703,20,0.02,baseline,100.0
1095024,14,0.0,baseline,100.0
1095024,15,0.02,baseline,100.0
1095024,16,0.09,baseline,100.0
1095024,17,0.13,baseline,100.0
1095024,18,0.19,baseline,100.0
1095024,19,0.35,baseline,100.0
1095024,20,0.15,baseline,100.0
1095024,21,0.07,baseline,100.0
1095674,14,0.17,baseline,100.0
1095674,15,0.12,baseline,100.0
1095674,16,0.02,baseline,100.0
1095674,17,0.09,baseline,100.0
1095674,18,0.2,baseline,100.0
1095674,19,0.11,baseline,100.0
1095674,20,0.09,baseline,100.0
1095674,21,0.2,baseline,100.0
1098317,14,0.01,baseline,100.0
1098317,15,0.02,baseline,100.0
1098317,16,0.01,baseline,100.0
1098317,17,0.17,baseline,100.0
1098317,18,0.25,baseline,100.0
1098317,19,0.2,baseline,100.0
1098317,20,0.02,baseline,100.0
1098317,21,0.12,baseline,100.0
1098317,22,0.2,baseline,100.0
1103095,14,0.0,baseline,100.0
1103095,15,0.0,baseline,100.0
1103095,16,0.05,baseline,100.0
1103095,17,0.04,baseline,100.0
1103095,18,0.49,baseline,100.0
1103095,19,0.09,baseline,100.0
1103095,20,0.1,baseline,100.0
1103095,21,0.03,baseline,100.0
1103095,22,0.2,baseline,100.0
1111577,14,0.46835443037974683,baseline,79.0
1111577,15,0.08860759493670886,baseline,79.0
1111577,16,0.012658227848101266,baseline,79.0
1111577,17,0.10126582278481013,baseline,79.0
1111577,18,0.06329113924050633,baseline,79.0
1111577,19,0.12658227848101267,baseline,79.0
1111577,20,0.06329113924050633,baseline,79.0
1111577,21,0.02531645569620253,baseline,79.0
1111577,22,0.02531645569620253,baseline,79.0
1111577,23,0.02531645569620253,baseline,79.0
1111577,24,0.0,baseline,79.0
1112448,14,0.01,baseline,100.0
1112448,15,0.06,baseline,100.0
1112448,16,0.3,baseline,100.0
1112448,17,0.06,baseline,100.0
1112448,18,0.1,baseline,100.0
1112448,19,0.11,baseline,100.0
1112448,20,0.09,baseline,100.0
1112448,21,0.06,baseline,100.0
1112448,22,0.18,baseline,100.0
1112448,23,0.02,baseline,100.0
1112448,24,0.01,baseline,100.0
1118593,14,0.33,baseline,100.0
1118593,15,0.14,baseline,100.0
1118593,16,0.1,baseline,100.0
1118593,17,0.1,baseline,100.0
1118593,18,0.02,baseline,100.0
1118593,19,0.05,baseline,100.0
1118593,20,0.02,baseline,100.0
1118593,21,0.01,baseline,100.0
1118593,22,0.02,baseline,100.0
1118593,23,0.02,baseline,100.0
1118593,24,0.02,baseline,100.0
1118593,25,0.01,baseline,100.0
1118593,26,0.16,baseline,100.0
1119833,14,0.01,baseline,100.0
1119833,15,0.17,baseline,100.0
1119833,16,0.01,baseline,100.0
1119833,17,0.05,baseline,100.0
1119833,18,0.08,baseline,100.0
1119833,19,0.12,baseline,100.0
1119833,20,0.1,baseline,100.0
1119833,21,0.06,baseline,100.0
1119833,22,0.06,baseline,100.0
1119833,23,0.04,baseline,100.0
1119833,24,0.06,baseline,100.0
1119833,25,0.24,baseline,100.0
1119833,26,0.0,baseline,100.0
1124205,14,0.17,baseline,100.0
1124205,15,0.0,baseline,100.0
1124205,16,0.03,baseline,100.0
1124205,17,0.0,baseline,100.0
1124205,18,0.04,baseline,100.0
1124205,19,0.01,baseline,100.0
1124205,20,0.0,baseline,100.0
1124205,21,0.02,baseline,100.0
1124205,22,0.04,baseline,100.0
1124205,23,0.01,baseline,100.0
1124205,24,0.04,baseline,100.0
1124205,25,0.0,baseline,100.0
1124205,26,0.43,baseline,100.0
1124205,27,0.21,baseline,100.0
1135895,14,0.95,baseline,100.0
1135895,15,0.02,baseline,100.0
1135895,16,0.0,baseline,100.0
1135895,17,0.01,baseline,100.0
1135895,18,0.01,baseline,100.0
1135895,19,0.01,baseline,100.0
1135895,20,0.0,baseline,100.0
1135895,21,0.0,baseline,100.0
1135895,22,0.0,baseline,100.0
1135895,23,0.0,baseline,100.0
1135895,24,0.0,baseline,100.0
1135895,25,0.0,baseline,100.0
1135895,26,0.0,baseline,100.0
1135895,27,0.0,baseline,100.0
1135895,28,0.0,baseline,100.0
1135895,29,0.0,baseline,100.0
1140976,14,0.0,baseline,100.0
1140976,15,0.62,baseline,100.0
1140976,16,0.06,baseline,100.0
1140976,17,0.06,baseline,100.0
1140976,18,0.04,baseline,100.0
1140976,19,0.03,baseline,100.0
1140976,20,0.01,baseline,100.0
1140976,21,0.0,baseline,100.0
1140976,22,0.01,baseline,100.0
1140976,23,0.0,baseline,100.0
1140976,24,0.0,baseline,100.0
1140976,25,0.02,baseline,100.0
1140976,26,0.01,baseline,100.0
1140976,27,0.03,baseline,100.0
1140976,28,0.03,baseline,100.0
1140976,29,0.02,baseline,100.0
1140976,30,0.06,baseline,100.0
1144760,14,0.0,baseline,100.0
1144760,15,0.0,baseline,100.0
1144760,16,0.0,baseline,100.0
1144760,17,0.05,baseline,100.0
1144760,18,0.02,baseline,100.0
1144760,19,0.03,baseline,100.0
1144760,20,0.05,baseline,100.0
1144760,21,0.02,baseline,100.0
1144760,22,0.07,baseline,100.0
1144760,23,0.08,baseline,100.0
1144760,24,0.05,baseline,100.0
1144760,25,0.04,baseline,100.0
1144760,26,0.02,baseline,100.0
1144760,27,0.01,baseline,100.0
1144760,28,0.12,baseline,100.0
1144760,29,0.11,baseline,100.0
1144760,30,0.01,baseline,100.0
1144760,31,0.32,baseline,100.0
1145325,14,0.06,baseline,100.0
1145325,15,0.01,baseline,100.0
1145325,16,0.01,baseline,100.0
1145325,17,0.0,baseline,100.0
1145325,18,0.03,baseline,100.0
1145325,19,0.0,baseline,100.0
1145325,20,0.0,baseline,100.0
1145325,21,0.0,baseline,100.0
1145325,22,0.01,baseline,100.0
1145325,23,0.0,baseline,100.0
1145325,24,0.0,baseline,100.0
1145325,25,0.0,baseline,100.0
1145325,26,0.0,baseline,100.0
1145325,27,0.0,baseline,100.0
1145325,28,0.01,baseline,100.0
1145325,29,0.0,baseline,100.0
1145325,30,0.45,baseline,100.0
1145325,31,0.42,baseline,100.0
1150460,14,0.0,baseline,100.0
1150460,15,0.19,baseline,100.0
1150460,16,0.01,baseline,100.0
1150460,17,0.06,baseline,100.0
1150460,18,0.04,baseline,100.0
1150460,19,0.01,baseline,100.0
1150460,20,0.02,baseline,100.0
1150460,21,0.07,baseline,100.0
1150460,22,0.06,baseline,100.0
1150460,23,0.08,baseline,100.0
1150460,24,0.01,baseline,100.0
1150460,25,0.03,baseline,100.0
1150460,26,0.01,baseline,100.0
1150460,27,0.02,baseline,100.0
1150460,28,0.01,baseline,100.0
1150460,29,0.01,baseline,100.0
1150460,30,0.03,baseline,100.0
1150460,31,0.31,baseline,100.0
1150460,32,0.03,baseline,100.0
1157259,15,0.38271604938271603,baseline,81.0
1157259,16,0.4074074074074074,baseline,81.0
1157259,17,0.13580246913580246,baseline,81.0
1157259,18,0.06172839506172839,baseline,81.0
1157259,19,0.012345679012345678,baseline,81.0
1166228,15,0.41304347826086957,baseline,92.0
1166228,16,0.1956521739130435,baseline,92.0
1166228,17,0.05434782608695652,baseline,92.0
1166228,18,0.10869565217391304,baseline,92.0
1166228,19,0.22826086956521738,baseline,92.0
1166228,20,0.0,baseline,92.0
1166228,21,0.0,baseline,92.0
1175721,15,0.12,baseline,100.0
1175721,16,0.08,baseline,100.0
1175721,17,0.01,baseline,100.0
1175721,18,0.06,baseline,100.0
1175721,19,0.05,baseline,100.0
1175721,20,0.01,baseline,100.0
1175721,21,0.03,baseline,100.0
1175721,22,0.15,baseline,100.0
1175721,23,0.49,baseline,100.0
1187959,15,0.02,baseline,100.0
1187959,16,0.04,baseline,100.0
1187959,17,0.11,baseline,100.0
1187959,18,0.18,baseline,100.0
1187959,19,0.14,baseline,100.0
1187959,20,0.09,baseline,100.0
1187959,21,0.08,baseline,100.0
1187959,22,0.29,baseline,100.0
1187959,23,0.05,baseline,100.0
1187959,24,0.0,baseline,100.0
1187959,25,0.0,baseline,100.0
1197912,15,0.391304347826087,baseline,69.0
1197912,16,0.17391304347826086,baseline,69.0
1197912,17,0.08695652173913043,baseline,69.0
1197912,18,0.10144927536231885,baseline,69.0
1197912,19,0.11594202898550725,baseline,69.0
1197912,20,0.043478260869565216,baseline,69.0
1197912,21,0.028985507246376812,baseline,69.0
1197912,22,0.028985507246376812,baseline,69.0
1197912,23,0.014492753623188406,baseline,69.0
1197912,24,0.014492753623188406,baseline,69.0
1197912,25,0.0,baseline,69.0
1197912,26,0.0,baseline,69.0
1197912,27,0.0,baseline,69.0
1198492,15,0.95,baseline,100.0
1198492,16,0.0,baseline,100.0
1198492,17,0.0,baseline,100.0
1198492,18,0.0,baseline,100.0
1198492,19,0.01,baseline,100.0
1198492,20,0.0,baseline,100.0
1198492,21,0.01,baseline,100.0
1198492,22,0.01,baseline,100.0
1198492,23,0.01,baseline,100.0
1198492,24,0.0,baseline,100.0
1198492,25,0.0,baseline,100.0
1198492,26,0.0,baseline,100.0
1198492,27,0.01,baseline,100.0
1199406,15,0.01,baseline,100.0
1199406,16,0.0,baseline,100.0
1199406,17,0.02,baseline,100.0
1199406,18,0.06,baseline,100.0
1199406,19,0.09,baseline,100.0
