"response","game_id","PID","gap","lower_bound","num_choices","upper_bound","bonus_size","bonus_rule","points_rule"
20,890020,"5ef1f7026343e20b931a0cb0",3,11,12,22,10,"unequal","normal"
19,1275677,"5e74f18520ab35040b41d526",3,16,14,29,8,"more_than","normal_plus_one"
6,229319,"6474a86474b12fd778ae530f",2,2,15,16,15,"less_upper","normal_plus_one"
21,625415,"67673cda94b4d0cf1a6a7382",2,7,19,25,15,"gap_absolute","normal_plus_one"
25,1140976,"5e0fdde8b638537085d51b6c",1,14,17,30,11,"gap_higher","normal"
24,1340931,"6662e9e9187b0ca18293def6",2,17,12,28,8,"unequal","two_less_max_costless"
10,628894,"66f63aeba07bb69cb2f44c32",2,8,5,12,9,"equal","normal"
5,106341,"66bebab38c31e1f15e3e1fd5",1,1,6,6,6,"gap_lower","two_less_max_costless"
11,350316,"5f2f03deec679e2cf4a992e6",4,4,9,12,18,"gap_higher","normal_minus_one"
7,334971,"5e5012ec47808406305d6a0d",2,4,6,9,17,"gap_lower","two_less_max_costless"
21,1292575,"67df8c27d74bb46fe4e7bc2f",3,16,17,32,15,"more_than","normal_plus_two"
13,797105,"5c72f069cf5c4b000197cc30",1,10,8,17,19,"sum_even","normal_plus_one"
25,911714,"671958d2cecf8774fb7fbc02",2,11,16,26,16,"sum_odd","normal_minus_two"
35,1521723,"5f6fd1451758e95a989623b2",2,19,18,36,9,"more_than","two_less_max_costless"
10,320385,"63f93b47bb0c1a1aca131480",3,3,18,20,18,"sum_upper","two_less_max_costless"
28,1199406,"6604a928d8cf814da951e2d8",3,15,14,28,4,"equal","normal_minus_one"
26,979758,"5c0fdae73ee1040001e406b6",3,12,15,26,8,"equal","normal_minus_one"
19,1044236,"677c455afc1062faab5b165e",1,13,13,25,5,"sum_odd","normal_minus_two"
25,1282542,"661e625fafb8104a490bce51",3,16,15,30,15,"more_than","normal_minus_one"
21,956659,"60fda57e0916dfe2157c9b00",1,12,10,21,15,"coordinate_low","normal_plus_two"
26,1282523,"67838c00a0e049fdf173f9bd",4,16,15,30,15,"gap_absolute","normal_plus_one"
2,229065,"5c9224087a7067000190b119",3,2,15,16,14,"less_upper","two_less_max_costless"
13,427770,"60cb3c4b9454f7a196355088",1,5,10,14,7,"sum_even","normal_minus_one"
12,349578,"647660ef7bc13de7eaf0c76e",1,4,9,12,15,"equal","normal_minus_one"
13,713546,"66e74ca113f609cd2a13df59",2,9,7,15,7,"gap_lower","normal_minus_two"
12,494383,"60ca4cfb5c287146cad0695a",3,6,8,13,12,"less_upper","normal_plus_two"
27,1124205,"586fabdf2bd3c900018599a9",1,14,14,27,4,"sum_even","two_less_max_costless"
20,1337839,"5c4af67cdccaa800016b3192",3,17,11,27,15,"sum_upper","normal_plus_two"
10,826787,"5d6eea19b26c1100010cb6f3",4,10,14,23,17,"coordinate_low","normal_plus_one"
12,349880,"5b9d57e5737d030001ad2cbf",3,4,9,12,16,"unequal","normal_minus_two"
16,806740,"5e3cddaa64dfd70d85a5ef3f",3,10,10,19,18,"gap_lower","normal"
31,1426960,"5c2c62542c45d400014a32e6",1,18,14,31,11,"equal","normal"
3,102710,"6630da3c3cfcc026ec681c29",4,1,5,5,11,"gap_absolute","normal_minus_two"
14,528770,"631610af8e747093cd90e00d",2,6,15,20,10,"gap_higher","normal_minus_two"
23,1323075,"655e151840bad377f83a4ec2",2,17,8,24,16,"less_upper","two_less_max_costless"
15,1021372,"675a2ef45fbe0cc52b8403ae",3,13,8,20,14,"gap_lower","normal"
10,406654,"5e45a09c8155b00828c83d95",2,5,6,10,3,"sum_even","normal"
22,1103095,"66ccbb7d4109382e498e3c82",3,14,9,22,19,"sum_even","normal_plus_two"
10,336625,"55848744fdf99b574f55ada0",2,4,7,10,4,"more_than","normal_plus_two"
17,943453,"662ee0b0f3785c3fe59e191f",4,12,8,19,3,"less_upper","normal_plus_two"
17,657506,"5d58a7115f36a80016f9982b",2,8,11,18,3,"sum_upper","normal_minus_two"
8,635110,"64836981f87b85ab4b89dcf1",2,8,6,13,13,"coordinate_low","normal"
21,1461724,"67cafa97534132b573e4dd5c",3,19,6,24,10,"gap_lower","normal"
15,461442,"66073d09f66221547cbf2599",1,5,17,21,2,"gap_higher","normal_minus_one"
26,698343,"663298e9fb8d4ab0415f49fb",4,8,19,26,6,"equal","two_less_max_costless"
30,1360360,"666aef80f189d775a0f2554e",1,17,16,32,6,"gap_higher","normal"
30,1360360,"666aef80f189d775a0f2554e",1,17,16,32,6,"gap_higher","normal"
16,366250,"62b44f66a16d45783569fad6",4,4,13,16,2,"unequal","normal"
18,318986,"670dbc335bb9e80f94a636ca",2,3,18,20,13,"unequal","normal_minus_two"
25,1326432,"652c22df0be0c1af87ceaf86",2,17,9,25,10,"sum_even","normal_minus_one"
26,838136,"5ea057b821f4e400081b71a7",3,10,17,26,3,"coordinate_low","normal_minus_two"
13,741356,"66df47a9c26ea6aa4a71fc0f",1,9,12,20,17,"equal","normal_minus_two"
5,197894,"60ed8b9aa9275e30071f2e86",4,2,9,10,10,"sum_upper","normal_minus_two"
26,1470304,"5f1dfd940aeb060d8eb3cf55",1,19,8,26,4,"sum_even","normal"
19,762611,"5dd9f0e719eecb97dfab7b48",4,9,17,25,2,"less_upper","normal_plus_one"
17,371368,"67cc96b64c3dc17edc0a4c45",1,4,14,17,2,"coordinate_low","normal"
15,835432,"6715b0cc1fca13ce9bee61cd",1,10,16,25,12,"sum_upper","normal"
17,1229936,"6686a311e31819970c7060d0",3,16,5,20,6,"gap_lower","normal_minus_two"
18,842230,"634688daf4776ef459edf673",2,10,17,26,19,"unequal","normal"
24,911082,"59cff8eed227970001199862",1,11,16,26,14,"more_than","normal_minus_one"
15,1095024,"67590d4b1fe16ac844f9a239",2,14,8,21,8,"gap_lower","normal_minus_one"
16,1089703,"668ac2d21e1c6db3449f0be8",3,14,7,20,6,"less_upper","normal_plus_two"
10,619578,"673953cc8d032875bc9d1f65",1,7,18,24,12,"gap_higher","normal_minus_one"
23,696020,"66102bbc0f757b0420875a65",1,8,18,25,16,"sum_odd","normal_minus_two"
14,568785,"5cea73210b20970001acee5f",3,7,8,14,9,"sum_odd","two_less_max_costless"
17,794235,"6348845d31edff3dff1b7799",2,10,8,17,8,"sum_odd","two_less_max_costless"
26,769805,"5d2fabf8cbcda30001d27a68",3,9,18,26,11,"gap_higher","normal_plus_one"
10,540737,"664bdbe8f0b9a0066c8915ae",1,6,17,22,17,"unequal","normal_plus_one"
11,354507,"5adf874e066c510001d454f5",2,4,10,13,15,"gap_lower","two_less_max_costless"
26,1332057,"675338645dd419204d4d8a8c",3,17,10,26,12,"less_upper","two_less_max_costless"
14,437416,"6612e4e2da841ae356eef1d4",1,5,12,16,6,"gap_higher","normal"
15,802517,"65e2240ceb2b1fd974ef01b3",3,10,10,19,2,"gap_lower","normal_plus_one"
26,1264722,"674f97fef70c3dd15d138c3e",1,16,12,27,4,"less_upper","normal_minus_one"
22,1498079,"6772bcc8c558767d3804cf72",2,19,13,31,14,"sum_upper","normal_plus_one"
18,728735,"5c0ea3d30fcb7c0001eab0d8",2,9,10,18,7,"sum_even","normal_plus_one"
22,684912,"669a800eaf38a94d6ecc4227",2,8,16,23,12,"sum_even","normal_minus_one"
27,1491174,"6616eff822e8996e023e5b74",3,19,12,30,7,"sum_even","normal_minus_one"
28,1060946,"636d6ce3fb3683ff33f9e514",2,13,16,28,11,"coordinate_low","normal_minus_two"
28,1355125,"652ffea2ef41994e29919c0f",4,17,15,31,5,"gap_absolute","normal_plus_two"
20,1111577,"66293a02f66f851f4c9fec39",1,14,11,24,13,"sum_upper","normal_plus_one"
8,195438,"67cc84a7ad8328b8bae14416",3,2,9,10,1,"unequal","normal_minus_one"
25,1413917,"667ae31217cd77ff1091dcab",3,18,11,28,18,"coordinate_low","normal_plus_one"
6,176678,"6671beaf74f23fc744083c51",4,2,5,6,6,"equal","normal_minus_two"
28,919592,"6597691b6cf046f7396fcef4",3,11,18,28,8,"unequal","normal_minus_two"
1,104728,"6100d12602dbc013bf326e62",1,1,5,5,18,"coordinate_low","normal"
9,545599,"676c45d92368330a2c254895",3,6,18,23,16,"less_upper","normal_plus_two"
6,361577,"63e5e4a0e6325fe0fabe8ee6",1,4,12,15,3,"less_upper","normal_plus_one"
28,1488002,"662b24af863fd5cc1437384c",2,19,11,29,14,"sum_even","normal_minus_two"
18,1394125,"62a12aee913c1c1a20613418",4,18,7,24,19,"coordinate_low","normal_plus_two"
22,1491970,"66c36df59f1061046b7ea01b",4,19,12,30,10,"sum_even","normal"
11,235290,"62897d2024f826ea90b7efa1",1,2,16,17,19,"unequal","normal_minus_one"
22,1392934,"6673beb472e3c2b594f05d39",2,18,7,24,15,"unequal","normal"
19,1157259,"666f2488909bc0331b8563e6",2,15,5,19,15,"sum_upper","two_less_max_costless"
27,1076112,"6705f9372b81e6f4e1e195df",2,13,19,31,12,"equal","normal_minus_one"
26,1446326,"668177e0951600598b5422df",4,18,18,35,8,"sum_odd","normal_minus_two"
15,1209282,"673a0fa7ed1b0189b74d67db",1,15,16,30,3,"less_upper","normal_minus_one"
21,1053390,"67db7c2dffd84c21512499c3",3,13,15,27,2,"more_than","normal_minus_one"
15,822160,"578901354a84da00014c41cf",1,10,13,22,19,"unequal","normal"
17,384239,"60146b65fdf9854584747779",2,4,16,19,13,"sum_odd","normal_plus_one"
20,1307185,"663170bb631c1b3b21b7828b",2,17,5,21,13,"sum_odd","normal_plus_two"
20,597336,"607254cd31c9aa4682a4672c",2,7,14,20,3,"less_upper","normal_minus_one"
32,1504162,"5c8c22bafeeaeb0016207a00",4,19,14,32,18,"sum_upper","normal"
31,1144760,"6634e03793fb35bb701cb8ea",3,14,18,31,6,"equal","normal_minus_two"
16,942960,"668c1fc8e311d8d6e3930702",2,12,8,19,2,"gap_lower","normal_minus_one"
17,604710,"67e2f87c6e3741dd0aeb1cb1",3,7,15,21,12,"sum_upper","normal_minus_one"
9,565686,"6563533cc6a66751799ad06a",3,7,7,13,16,"coordinate_low","normal_minus_one"
12,590320,"661433352944c111887337c4",1,7,12,18,15,"more_than","normal"
22,905327,"55d35a33da14d7001295328c",2,11,15,25,11,"unequal","normal_plus_one"
25,1477315,"66c88c104a1c0cf2f5534231",1,19,9,27,12,"gap_higher","normal_plus_two"
7,427035,"5d54335468ffda0018fdcd66",2,5,10,14,4,"sum_upper","two_less_max_costless"
17,516360,"5747ac9d5bef980010b0414b",2,6,13,18,1,"gap_higher","normal_minus_one"
16,1011122,"675762346cd569df080a5e8e",2,13,6,18,13,"gap_absolute","normal_minus_two"
21,1166228,"63bcbccc16e01ccb870f287d",1,15,7,21,11,"sum_upper","normal_minus_two"
14,614670,"6636846a9190727f3132791a",3,7,17,23,12,"unequal","normal_minus_one"
11,896206,"5cd89ac3575359001dc46b76",2,11,13,23,14,"coordinate_low","normal"
17,880924,"647616c1a39c1d76b201296d",3,11,10,20,14,"gap_lower","normal"
19,756995,"67ac0c6febb2c39bf3d29347",4,9,15,23,19,"sum_even","normal_plus_one"
6,512067,"5ebebcf619a604258a233c4f",2,6,12,17,3,"less_upper","two_less_max_costless"
27,1482342,"632a19a8e296bff621254147",3,19,10,28,12,"gap_higher","normal_minus_one"
16,442663,"56b147029f1826000cbccb44",3,5,13,17,6,"coordinate_low","normal_plus_two"
25,1486856,"6740e1e09ca406ab781318cb",3,19,11,29,10,"gap_absolute","normal_minus_two"
21,1482104,"572bcdbb34b25a0010ddd977",3,19,10,28,11,"gap_absolute","normal_minus_two"
5,101590,"67f176ebc4a70f4cf6a5aa74",2,1,5,5,7,"gap_lower","normal"
26,1332556,"631916ad7afacf6bf7b9a0f6",3,17,10,26,14,"sum_upper","normal"
33,1508603,"5ed5d42e36b56a17327d4429",4,19,15,33,16,"sum_even","normal_plus_one"
30,1068891,"662b89c9eb08d365c04c7cc7",2,13,18,30,4,"gap_lower","two_less_max_costless"
1,162531,"67f3147d939ee392b2741fb5",2,1,17,17,9,"less_upper","two_less_max_costless"
12,302701,"653e6840042d03012eb90fc5",4,3,15,17,8,"sum_upper","normal_plus_two"
18,676932,"67e0875cac594a7d8175c644",4,8,15,22,1,"more_than","normal_minus_one"
24,849774,"67045f273ed1a494b6504788",3,10,19,28,10,"gap_lower","normal_minus_one"
17,235115,"66296b9d3123ae6c03e5ca8d",4,2,16,17,18,"sum_upper","normal_plus_one"
13,582128,"5b860734ec7fa30001d62519",3,7,11,17,3,"gap_absolute","normal_minus_two"
16,937529,"672950c88194b010025e09b0",1,12,6,17,19,"unequal","normal_plus_one"
17,896896,"67620128f5496ea07672039c",1,11,13,23,17,"sum_even","normal"
14,811585,"5d977f52d6e5640012b91227",2,10,11,20,17,"equal","normal_plus_two"
19,395268,"666a8c4b2aabea7b3e193b06",4,4,18,21,17,"equal","normal_minus_one"
6,483030,"5b1487d330d562000155f1c7",3,6,6,11,7,"less_upper","normal_minus_one"
18,876297,"5c570f52b45c6600010b6d1e",3,11,9,19,15,"unequal","two_less_max_costless"
23,965643,"6772d693ae3f61f9e083c6e6",2,12,12,23,11,"coordinate_low","two_less_max_costless"
11,801274,"61087e4fc006ee7d6be38641",4,10,9,18,16,"more_than","normal"
15,928449,"66cf5940f8d3999dd4619a15",3,12,5,16,4,"gap_lower","two_less_max_costless"
13,394751,"66cee9fa0061a677d1b1f385",2,4,18,21,15,"unequal","normal_plus_one"
25,1119833,"5ce7fd368020d30018f9d7a5",1,14,13,26,7,"gap_lower","normal_plus_one"
12,287358,"62f108ab1d119c891d45ae6a",3,3,12,14,7,"sum_odd","normal_minus_one"
12,713883,"66be78ef3ca75af1251ce936",2,9,7,15,8,"more_than","two_less_max_costless"
15,1198492,"5ebb96b6cd673a0008ace9ce",3,15,13,27,19,"coordinate_low","normal"
21,919767,"5c1942e200849900010afdcd",4,11,18,28,9,"gap_higher","two_less_max_costless"
13,721782,"6514a8e7e21c6ff0317fe0b5",3,9,8,16,19,"gap_absolute","normal_minus_one"
18,378026,"67eda7cef014b05ef5504c28",2,4,15,18,9,"gap_higher","normal_minus_two"
14,929323,"5955a3b953910300019cdcf6",1,12,5,16,7,"equal","normal_plus_two"
13,877285,"6767263a128cc4c391677127",4,11,9,19,19,"gap_absolute","normal_plus_two"
16,947775,"6650ba88f2e4099801ab8357",4,12,9,20,1,"gap_absolute","two_less_max_costless"
19,875902,"6228f35da2410161a1221ac0",2,11,9,19,14,"gap_lower","normal"
7,510846,"6649f870ed4a6b0016a6086a",3,6,11,16,18,"gap_absolute","normal_minus_one"
12,571418,"5e064785e297d502d4f2b15f",2,7,8,14,19,"sum_odd","normal_minus_two"
19,451845,"67f1c8dc042e5b62c7c65764",1,5,15,19,3,"sum_upper","two_less_max_costless"
